Timestamp(ns),GameTime,LeftHandPosition,LeftHandRotation
4471275200,4.515199,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4484741100,4.529763,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4497492600,4.542690,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4511617800,4.557159,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4525930900,4.571089,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4539212000,4.584456,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4552751900,4.598234,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4567190200,4.612182,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4580957600,4.626214,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4594363700,4.639961,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4608493000,4.653706,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4622328000,4.667648,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4636615700,4.681813,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4652011200,4.697498,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4664232800,4.709500,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4677914700,4.723204,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4691559200,4.737138,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4705866400,4.751038,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4719701500,4.764954,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4733152500,4.778712,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4747633600,4.792844,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4761653900,4.806855,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4775667800,4.820839,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4789054800,4.834630,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4803042100,4.848338,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4816896400,4.862101,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4831164800,4.876473,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4844679800,4.889953,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4860224800,4.905470,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4872364200,4.917871,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4886922200,4.931848,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
4901423000,4.946212,(-1.7560, 1.6360, 6.6500),(0.000, 270.000, 0.000)
